@relation hw3_train

@attribute STATE {AL,CA,FL,MO,MN,TX,OR,MI,IL,AR,OK,GA,IN,CO,MS,LA,TN,WA,WI,MA,AZ,UT,KY,PA,KS,IA,NC,NM,SC,NV,ID,WY,NY,AK,ND,HI,MT,NE,SD,OH,CT,AP,VA,AE,AA,WV,MD,VI,ME,NH,NJ,GU,VT,RI}
@attribute DOMAIN {T2,' ',S1,U2,R2,U1,C1,T3,S2,C2,U4,R3,C3,S3,T1,U3,R1}
@attribute AGE numeric
@attribute HOMEOWNR {H,' ',U}
@attribute NUMCHLD numeric
@attribute INCOME {1,2,3,4,5,6,7}
@attribute GENDER {F,M,' ',J,U,C,A}
@attribute WEALTH1 {0,1,2,3,4,5,6,7,8,9}
@attribute HIT numeric
@attribute MBCRAFT numeric
@attribute MBGARDEN numeric
@attribute MBBOOKS numeric
@attribute MBCOLECT numeric
@attribute MAGFAML numeric
@attribute MAGFEM numeric
@attribute MAGMALE numeric
@attribute PUBGARDN numeric
@attribute PUBCULIN numeric
@attribute PUBHLTH numeric
@attribute PUBDOITY numeric
@attribute PUBNEWFN numeric
@attribute PUBPHOTO numeric
@attribute PUBOPP numeric
@attribute MAJOR {' ',X}
@attribute PEPSTRFL {X,' '}
@attribute NUMPRM12 numeric
@attribute NGIFTALL numeric
@attribute TARGET_B {0,1}

@data
SC,T2,33,U,?,4,M,7,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,' ',' ',9,1,0
NC,C1,?,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,8,18,0
OR,R2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,5,0
IN,T2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
CA,S1,48,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,12,1
KY,R2,50,U,1,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
CA,C1,67,H,?,5,F,3,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,' ',' ',12,3,0
WI,S1,62,H,?,6,F,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,9,0
MO,S2,57,H,?,2,F,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,11,7,0
CA,S2,42,H,1,4,F,4,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,6,1
FL,C1,39,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,14,1
CA,U4,44,U,3,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,4,0
ID,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,6,0
MI,T2,64,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,10,1
MO,C1,74,H,?,5,M,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,' ',' ',10,5,0
TN,T3,84,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,36,0
CA,S1,70,H,?,5,F,7,12,1,0,3,0,1,0,0,1,1,1,0,0,0,0,' ',' ',12,10,0
CA,U2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,2,0
CA,S2,?,H,?,6,M,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,3,0
OR,S1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',25,3,0
WA,U1,84,' ',?,1,M,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,' ',X,9,19,0
TX,C2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,2,0
CA,' ',38,H,?,6,F,7,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',' ',10,3,0
CA,U1,60,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,21,21,1
OR,S2,44,H,?,5,M,8,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',' ',11,5,0
KY,T1,56,H,1,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,4,0
CA,C1,76,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,6,0
FL,C3,66,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
MI,S2,69,U,?,4,F,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,11,0
CA,S1,60,U,?,1,F,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,14,8,0
MO,R2,50,U,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,15,0
OR,S2,40,H,1,5,F,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',11,1,1
CA,T3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,5,1
MI,U3,66,H,?,1,F,2,17,1,0,2,0,3,0,0,1,0,4,0,0,0,0,' ',' ',14,6,0
MI,T2,86,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,8,0
CA,C3,57,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,16,8,0
AZ,C2,70,U,?,5,F,9,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,4,1
MO,T2,69,U,?,1,F,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',11,8,1
IL,T1,83,H,?,6,M,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,' ',X,14,25,0
GA,T2,36,U,?,3,M,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
MI,S1,86,U,?,2,F,9,19,0,0,3,2,0,1,0,0,1,3,0,1,0,1,' ',' ',11,11,0
CA,U4,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,12,0
NC,T2,?,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,0
TX,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,5,1
MN,T2,78,U,?,2,F,3,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,' ',X,25,27,0
CA,U1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,59,38,1
CA,S1,62,H,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,4,0
CA,T1,54,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,14,0
NC,R2,36,H,3,7,F,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,3,0
CA,S2,92,H,?,5,F,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',X,10,47,1
NM,C2,60,H,?,5,M,1,14,0,0,2,0,1,1,0,0,0,0,0,1,0,1,' ',' ',11,4,0
CA,S2,56,H,?,6,M,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',X,31,17,0
NV,R3,68,H,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,6,0
GA,T2,51,H,?,7,F,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',8,1,0
TX,S3,73,H,?,2,M,4,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,11,0
IN,C2,41,H,1,5,F,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,' ',X,14,16,0
NC,R2,68,H,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
FL,C2,42,U,?,1,M,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,19,0
ND,R2,?,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,13,0
IA,R2,76,H,?,2,F,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',32,8,0
WI,R2,60,H,?,5,F,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',X,12,8,0
MI,S2,?,H,?,4,M,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,4,0
GA,R2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,17,0
MO,C3,?,H,?,2,F,4,10,0,0,2,0,1,0,0,0,0,1,0,0,0,0,' ',X,13,15,0
GA,S3,44,H,1,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
CA,T1,41,H,?,6,F,9,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,' ',' ',12,5,0
CA,S1,30,U,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
KY,T2,60,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,16,0
WI,C2,85,U,?,1,M,5,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',' ',30,9,0
FL,T2,?,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,33,0
SC,R1,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,3,0
IL,T1,?,H,?,5,F,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,1,1
IN,T2,79,U,?,1,F,2,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,' ',X,11,20,0
AR,C2,?,U,?,3,F,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',7,1,0
CA,T1,48,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
MI,S3,52,H,?,2,M,7,15,1,0,2,1,2,0,0,0,0,0,1,1,0,0,' ',X,13,12,1
MS,R2,52,U,?,5,M,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,11,37,1
CA,C3,82,H,?,4,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,3,0
WA,S2,62,H,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,2,0
CA,U3,54,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,8,18,1
MN,S2,37,U,3,5,F,6,7,0,0,1,0,1,1,0,0,0,0,0,1,0,0,' ',' ',10,2,0
NC,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,18,0
AL,T2,?,H,?,2,F,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',8,1,0
MO,S1,86,H,?,5,M,8,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,' ',' ',13,8,0
FL,C2,78,H,?,2,F,4,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,18,0
KS,S1,52,' ',?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,18,10,1
NC,C2,52,U,2,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
SC,T1,67,' ',?,5,F,9,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,' ',' ',19,12,0
CA,U1,50,U,?,4,F,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,3,0
MS,R3,62,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,6,0
FL,C3,44,H,1,2,M,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,14,0
CA,U2,42,H,1,4,M,5,7,0,0,0,0,2,0,0,0,0,0,0,2,0,0,' ',' ',13,11,0
MN,' ',59,H,?,6,M,9,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,' ',' ',20,14,1
IL,T2,80,H,?,2,M,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,7,0
GA,R3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,9,6,1
CA,T2,75,U,?,2,F,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,' ',' ',9,3,0
CA,T1,39,H,3,6,F,6,14,0,0,2,0,2,1,0,0,0,0,0,0,0,4,' ',X,13,20,0
MO,U1,71,H,?,5,M,9,35,0,2,9,0,0,0,0,3,1,2,7,2,0,0,' ',' ',8,1,0
FL,C1,87,H,?,4,U,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',X,12,11,0
CA,R2,42,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,8,0
IN,T2,82,H,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,17,0
IL,S2,73,U,?,5,F,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,10,1
CA,U2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',7,1,0
HI,S1,32,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,5,0
KS,C3,70,H,?,2,M,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,6,0
TX,T3,76,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,12,0
GA,T1,45,H,1,5,M,7,19,0,0,5,0,0,0,1,0,0,3,2,4,0,2,' ',' ',8,1,0
OK,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,15,0
NC,C2,71,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,6,35,0
SC,R2,50,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,17,1
AK,R2,28,U,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,4,0
GA,S1,?,H,?,4,M,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,2,0
WA,S1,72,H,?,3,M,7,22,0,0,5,0,0,0,0,2,2,1,1,0,0,1,' ',' ',13,2,0
MO,T1,43,H,1,4,F,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',X,13,5,0
WA,T2,82,H,?,4,M,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',10,9,0
FL,S1,83,H,?,7,F,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,7,0
SC,T2,68,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,17,16,1
CA,S2,70,H,2,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,1
NC,T3,62,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,9,0
IN,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
CA,U1,52,U,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',29,13,1
IL,R2,?,H,1,4,M,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,3,0
CA,R1,69,H,?,3,M,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,45,17,0
IL,U3,48,U,1,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
IA,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,13,1
FL,C1,66,H,?,7,M,8,22,0,0,4,0,3,0,2,0,1,4,0,2,0,0,' ',X,8,9,0
CA,U1,48,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,9,1
OK,S2,96,H,?,4,F,7,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,' ',' ',8,1,0
CO,S1,38,H,?,6,M,9,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,' ',' ',14,3,0
WA,C2,67,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
FL,' ',?,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,28,26,0
TN,R2,49,H,?,5,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,13,0
FL,U3,37,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,1
LA,C2,?,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,8,1
CA,S1,52,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
NC,R3,60,H,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,38,0
FL,C2,53,U,?,4,F,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,9,7,0
CA,U1,91,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,7,0
CA,U2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,8,0
WY,T3,58,U,?,3,F,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,20,0
IN,C3,35,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,8,0
CA,U1,44,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,0
KY,T1,68,H,?,7,F,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,10,22,0
MT,R2,56,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
GA,S2,?,H,?,6,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
IL,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,11,0
NC,R2,84,U,?,2,F,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,1,0
MN,S1,?,H,?,7,F,9,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,' ',' ',11,3,0
MD,S2,80,H,?,7,M,5,22,0,0,7,0,0,1,0,1,0,4,3,2,0,0,' ',X,11,11,0
NC,C2,76,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,1
IL,T1,36,H,?,7,M,9,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,' ',' ',10,2,0
CA,U1,42,H,1,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
MI,C3,66,H,?,2,F,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',11,1,0
CA,U1,55,H,?,7,M,8,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,' ',X,14,7,1
AR,C3,64,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,3,0
CA,U1,79,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,26,0
IL,C1,58,H,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
SD,R3,?,U,?,1,F,2,12,0,0,4,0,0,0,0,2,1,0,2,0,0,0,' ',X,13,8,0
OR,T2,51,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
CA,T2,?,U,?,1,U,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
CA,S1,51,H,2,7,F,7,13,0,1,2,0,1,0,0,0,0,0,0,1,0,0,' ',' ',14,7,0
TX,T2,79,H,1,1,M,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,11,0
CA,C2,?,U,?,4,F,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,3,1
MO,R2,?,H,?,4,M,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,8,0
NC,R2,57,U,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,8,0
OR,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,9,0
NC,R2,73,U,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
MI,R2,57,H,?,3,M,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,3,0
KS,' ',?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,13,0
CA,S1,51,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
CA,U3,55,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,3,0
HI,U1,66,H,?,4,F,5,9,0,0,1,0,2,0,0,1,1,1,0,0,0,0,' ',X,12,12,0
WI,T1,40,H,?,6,M,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,3,0
MN,S3,29,H,?,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,10,0
MI,C3,90,H,1,6,F,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,' ',' ',13,8,0
AZ,C3,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,4,1
TX,S1,?,U,?,4,M,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,1,0
OK,C2,69,H,?,3,M,7,12,2,0,2,0,0,1,0,1,0,0,1,0,0,0,' ',X,13,17,0
MN,T2,?,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',7,11,0
TX,C1,58,H,1,5,M,8,15,2,1,2,0,1,0,0,0,0,0,0,1,0,3,' ',' ',10,1,0
ID,T2,?,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,35,1
CA,U3,53,U,?,2,M,1,43,0,0,9,0,1,0,0,0,1,6,1,8,0,7,' ',' ',10,1,0
CA,S3,50,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,8,0
CA,U1,65,H,?,7,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,10,1
IL,S1,47,H,1,5,F,7,8,0,0,1,0,0,0,0,0,0,1,0,4,0,0,' ',' ',18,10,0
CA,U3,51,H,1,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,8,0
CA,R1,49,H,?,5,F,3,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,' ',X,15,3,0
IL,U1,65,H,?,4,F,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',X,13,9,0
MI,T1,74,U,?,1,F,1,14,0,0,1,0,0,0,0,0,0,0,0,2,0,0,' ',X,12,10,1
CA,U2,64,H,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,12,1
CA,C3,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,4,1
WA,R2,83,H,?,3,M,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',' ',10,7,0
GA,T3,82,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,5,0
CA,U1,20,U,1,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
AL,R3,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
CA,U1,64,H,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
LA,R3,60,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,5,0
IN,C3,24,H,1,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,8,0
OK,' ',62,H,?,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,18,0
IL,S1,48,H,1,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,3,0
CO,C2,70,' ',?,4,M,6,12,1,0,3,0,1,0,0,0,1,4,1,0,0,0,' ',' ',8,1,0
MS,R3,64,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,3,0
ID,C2,91,H,?,2,F,2,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,' ',' ',8,9,0
TX,C1,79,H,1,6,F,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,10,14,0
NV,S2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,14,1
NV,U2,70,H,?,2,F,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,3,0
MI,T3,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
AZ,C3,40,U,?,2,M,0,8,0,0,3,0,0,0,0,0,0,3,0,2,0,0,' ',' ',14,5,0
TN,T2,58,H,?,4,M,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,8,0
AL,T2,78,H,?,5,F,6,31,1,0,6,0,2,1,0,3,0,5,3,2,0,0,' ',X,22,12,1
HI,S2,?,U,?,1,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,13,0
CA,S2,60,U,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,3,0
NC,T2,85,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,9,0
GA,S1,44,H,?,6,M,9,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,2,0
TX,S2,39,H,?,5,M,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,8,0
OR,C3,75,H,1,6,M,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,19,0
CA,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,4,1
OK,T2,?,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
GA,C2,70,H,?,4,M,5,39,0,2,9,2,1,1,1,3,0,5,5,3,0,0,' ',X,14,23,0
TN,T1,80,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,3,0
NV,T1,69,H,?,7,M,8,15,0,0,3,0,0,0,1,0,0,3,0,3,0,0,' ',X,13,27,1
WA,S1,70,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,15,1
