@relation churn2_train

@attribute COLLEGE {zero,one}
@attribute INCOME numeric
@attribute OVERAGE numeric
@attribute LEFTOVER numeric
@attribute HOUSE numeric
@attribute HANDSET_PRICE numeric
@attribute OVER_15MINS_CALLS_PER_MONTH numeric
@attribute AVERAGE_CALL_DURATION numeric
@attribute REPORTED_SATISFACTION {very_unsat,unsat,very_sat,sat,avg}
@attribute REPORTED_USAGE_LEVEL {very_little,high,little,avg,very_high}
@attribute CONSIDERING_CHANGE_OF_PLAN {actively_looking_into_it,considering,no,perhaps,never_thought}
@attribute PROFITABILITY numeric
@attribute LEAVE {LEAVE,STAY}

@data
zero,148263,65,0,848549,662,4,14,sat,little,never_thought,2.91,STAY
one,102337,69,5,286296,805,5,5,very_unsat,very_high,considering,3.18,STAY
one,114535,0,0,829440,313,1,2,very_sat,little,considering,4.73,STAY
one,26787,89,0,708635,183,3,10,very_sat,very_high,actively_looking_into_it,6.04,LEAVE
zero,128852,0,0,235644,744,5,11,very_sat,little,considering,3.89,LEAVE
zero,141260,58,14,550105,748,4,5,avg,very_high,no,4.67,STAY
one,40601,0,87,385771,183,1,1,avg,very_high,considering,7.24,STAY
one,83860,31,41,906372,682,4,2,very_unsat,little,no,7.78,LEAVE
one,21104,204,6,761654,217,25,6,very_unsat,high,considering,4.92,STAY
zero,60631,187,31,397767,294,21,1,sat,very_high,perhaps,3.78,LEAVE
zero,115244,46,22,450949,654,4,5,very_sat,high,actively_looking_into_it,3.72,LEAVE
one,24771,186,13,657029,182,14,4,very_sat,very_high,actively_looking_into_it,5.61,STAY
one,118699,61,51,338126,478,5,14,very_unsat,high,considering,8.04,LEAVE
one,30924,176,63,427491,382,12,4,very_unsat,avg,considering,2.93,LEAVE
one,41531,0,25,195597,516,0,12,very_sat,little,considering,7.48,STAY
zero,89058,39,84,470665,318,3,1,very_unsat,very_high,considering,6.28,LEAVE
zero,125444,184,74,212006,571,0,4,very_unsat,little,considering,3.09,LEAVE
zero,92160,185,11,321335,134,10,4,very_unsat,little,never_thought,3.92,LEAVE
zero,32350,0,0,549293,166,1,6,very_sat,very_little,considering,5.14,STAY
zero,103453,281,80,628659,204,4,1,unsat,little,actively_looking_into_it,2.83,LEAVE
zero,125888,29,23,467693,827,3,6,very_unsat,little,perhaps,2.68,LEAVE
one,124818,200,49,266642,460,16,1,unsat,high,actively_looking_into_it,3.55,LEAVE
zero,41217,186,47,250822,181,24,1,unsat,very_high,considering,4.15,STAY
one,150274,0,44,243220,481,1,5,unsat,very_high,perhaps,6.12,STAY
one,44972,215,20,258338,189,18,5,very_sat,very_high,considering,5.55,LEAVE
zero,97506,0,58,750531,359,1,1,very_sat,little,considering,6.08,LEAVE
zero,115338,0,15,223267,648,1,4,sat,little,actively_looking_into_it,3.09,LEAVE
zero,31660,59,0,521896,248,4,10,very_unsat,little,actively_looking_into_it,4.01,STAY
zero,77666,0,0,899476,340,0,11,very_sat,little,considering,5.64,STAY
zero,126440,163,71,384632,878,15,1,very_unsat,little,no,4.98,LEAVE
one,109390,198,9,275276,652,23,5,avg,avg,considering,3.79,LEAVE
zero,73118,52,76,413148,339,1,6,very_sat,very_little,no,5.45,LEAVE
one,32090,0,0,396429,223,1,11,very_sat,little,no,4.72,STAY
one,128750,193,21,718803,454,29,6,very_unsat,little,actively_looking_into_it,3.51,STAY
one,139857,194,34,668712,844,15,2,sat,little,considering,5.1,LEAVE
one,73170,50,54,950795,378,4,1,avg,very_high,no,4.48,STAY
one,100727,194,0,909322,811,26,13,very_sat,very_little,actively_looking_into_it,2.56,LEAVE
zero,46369,188,83,695551,232,1,2,very_unsat,very_high,no,6.77,STAY
one,99653,0,73,385826,262,3,1,very_sat,little,actively_looking_into_it,5.46,LEAVE
one,71809,0,0,672703,366,1,15,unsat,little,actively_looking_into_it,7.01,STAY
zero,20095,0,7,545651,142,0,1,very_sat,little,never_thought,4.71,STAY
one,97974,55,52,298750,390,4,2,very_unsat,very_high,no,6.55,STAY
zero,131545,194,11,179086,350,25,5,unsat,very_high,actively_looking_into_it,3.99,LEAVE
one,23876,206,0,251689,682,16,15,very_sat,little,no,2.25,LEAVE
one,109427,0,13,989902,575,1,2,very_unsat,avg,considering,4.48,STAY
zero,43725,65,8,210460,199,4,5,very_unsat,very_high,never_thought,5.79,STAY
one,39083,56,0,188846,214,5,8,very_sat,little,perhaps,3.06,LEAVE
one,44993,0,22,384641,182,0,2,very_sat,very_high,never_thought,1.73,LEAVE
one,32410,0,0,896099,692,0,5,unsat,very_little,considering,3.94,STAY
zero,133414,34,0,342274,588,5,15,very_unsat,very_high,considering,3.47,LEAVE
one,67507,207,27,220292,304,10,6,avg,high,considering,1.86,LEAVE
one,25303,190,0,880420,214,22,9,very_sat,very_little,no,7.77,STAY
one,118556,0,0,416995,720,4,8,avg,little,no,4.36,STAY
zero,98708,187,13,958231,290,14,5,sat,little,never_thought,7.9,STAY
one,74822,0,0,549096,366,1,9,very_sat,very_high,considering,3.56,LEAVE
zero,103923,15,0,308065,437,4,12,very_unsat,little,no,5.87,STAY
zero,88981,180,0,966859,285,19,13,very_sat,little,considering,3.97,LEAVE
zero,37578,0,61,635685,276,1,1,unsat,very_high,actively_looking_into_it,6.63,STAY
one,25647,162,63,997597,271,17,1,very_unsat,very_high,perhaps,6.86,STAY
one,151980,173,36,349736,611,28,2,avg,little,actively_looking_into_it,3.41,LEAVE
one,51147,69,0,987157,320,5,8,very_unsat,very_high,perhaps,5.74,STAY
one,155936,256,0,796735,637,22,10,very_unsat,very_high,actively_looking_into_it,1.09,LEAVE
zero,129731,0,82,380523,544,0,1,very_unsat,very_high,actively_looking_into_it,6.57,LEAVE
one,89551,72,75,289836,357,4,1,very_sat,little,considering,6.46,LEAVE
one,25464,233,0,973928,145,28,8,very_unsat,very_little,considering,6.71,STAY
zero,47760,145,8,730484,213,25,5,very_unsat,little,actively_looking_into_it,5.16,STAY
one,92916,165,86,939908,361,29,2,very_sat,very_high,considering,5.91,STAY
one,156507,224,0,229264,476,13,13,avg,very_high,considering,2.81,LEAVE
zero,46396,77,84,267714,165,5,2,very_unsat,very_high,considering,5.15,LEAVE
zero,92272,46,58,807085,164,5,4,avg,little,actively_looking_into_it,4.83,STAY
zero,138455,75,76,523377,306,1,1,very_unsat,little,perhaps,4.78,LEAVE
one,113489,90,7,539677,438,5,6,very_unsat,little,considering,3.11,LEAVE
zero,158619,170,71,575974,746,18,2,very_unsat,very_high,considering,4.14,LEAVE
zero,89626,239,26,592330,353,27,2,unsat,high,considering,2.49,LEAVE
zero,95075,0,0,233594,290,0,10,very_unsat,very_high,actively_looking_into_it,4.81,STAY
one,76907,0,10,397529,329,3,14,avg,little,never_thought,4.82,LEAVE
one,129330,61,0,169377,457,3,13,avg,little,considering,2.71,LEAVE
one,99815,61,84,733076,320,5,1,unsat,very_little,no,6.49,STAY
one,92746,164,19,780308,302,0,4,very_unsat,little,considering,7.49,STAY
zero,41931,206,10,296757,223,23,5,very_unsat,little,never_thought,2.88,LEAVE
one,26220,0,73,501505,191,1,1,unsat,very_high,never_thought,4.47,LEAVE
one,82404,93,17,250522,332,3,4,very_unsat,high,considering,4.42,STAY
zero,122877,204,12,378701,336,5,5,very_sat,very_little,actively_looking_into_it,3.86,LEAVE
one,132848,188,82,503415,207,19,1,very_unsat,very_high,never_thought,3.44,LEAVE
zero,100382,59,12,354802,517,5,1,very_sat,very_little,no,4.99,LEAVE
zero,41701,218,8,545021,186,3,5,very_unsat,very_little,considering,3.4,LEAVE
one,155732,27,45,222652,423,4,2,very_unsat,very_high,considering,4.99,LEAVE
one,46789,201,35,771770,142,26,2,very_unsat,little,actively_looking_into_it,8.26,STAY
one,20853,0,85,824514,227,1,1,very_unsat,little,actively_looking_into_it,6.66,STAY
zero,72757,49,82,809669,316,4,1,very_unsat,little,considering,5.34,STAY
zero,33257,0,48,421774,212,5,2,very_sat,little,actively_looking_into_it,6.85,LEAVE
zero,28564,242,39,507237,240,17,1,very_unsat,little,actively_looking_into_it,4.24,LEAVE
one,146812,59,65,851135,608,4,14,unsat,very_high,considering,5.55,STAY
zero,58585,64,80,351055,371,4,2,very_sat,very_little,considering,6.06,STAY
one,89147,215,70,195873,392,23,1,very_sat,very_high,actively_looking_into_it,2.58,STAY
one,85550,61,7,186326,252,4,4,avg,very_high,considering,4.26,STAY
one,46133,184,0,217754,185,21,9,very_unsat,little,actively_looking_into_it,4.78,LEAVE
one,106145,0,0,351574,448,29,11,avg,very_high,considering,2.83,LEAVE
one,63914,219,0,316021,287,10,1,very_sat,very_high,considering,4.64,LEAVE
zero,101514,0,0,867683,474,1,13,very_unsat,little,considering,5.18,LEAVE
one,146728,46,0,778136,697,3,14,avg,little,never_thought,5.9,STAY
one,55018,196,24,277481,284,24,11,very_unsat,very_high,considering,1.96,LEAVE
zero,85946,0,0,454395,382,1,15,very_unsat,little,never_thought,4.01,STAY
one,146280,29,0,536026,594,5,13,very_sat,very_high,considering,2.55,STAY
one,103810,74,19,192973,846,3,6,very_unsat,little,considering,4.44,LEAVE
zero,142288,221,10,292366,619,21,11,very_sat,very_little,no,4.25,LEAVE
one,56089,201,23,288944,365,14,4,very_unsat,little,considering,3.02,LEAVE
zero,159079,0,63,459596,893,0,13,unsat,very_high,never_thought,6.39,LEAVE
one,86358,64,0,901455,226,3,15,very_sat,high,considering,6.3,STAY
one,145784,0,22,163436,534,0,4,avg,little,no,4.09,LEAVE
zero,44889,0,0,187748,132,1,12,very_sat,very_high,perhaps,3.89,STAY
one,89472,0,0,477367,337,0,10,unsat,high,actively_looking_into_it,6.12,STAY
zero,74834,68,43,593575,348,3,10,unsat,little,considering,6.14,LEAVE
one,82195,0,0,173010,339,0,12,very_sat,little,considering,4.06,LEAVE
one,69721,45,18,488896,289,3,5,very_sat,little,actively_looking_into_it,3.45,LEAVE
zero,103239,76,16,942899,759,5,5,very_unsat,high,considering,3.4,STAY
one,48472,211,20,235726,131,24,10,very_unsat,little,considering,3.77,LEAVE
one,152119,182,61,656206,219,20,1,very_unsat,very_little,considering,3.56,STAY
zero,154204,0,10,331805,544,0,5,very_sat,little,considering,3.21,LEAVE
one,112311,227,0,764994,679,27,2,very_unsat,very_high,considering,2.86,LEAVE
one,52560,190,77,375993,361,22,2,very_unsat,very_high,no,3.59,LEAVE
zero,38713,43,15,377107,207,5,4,very_unsat,little,considering,3.76,LEAVE
one,115191,19,15,172272,779,5,6,unsat,very_little,never_thought,2.9,STAY
zero,81693,0,15,276423,216,4,5,very_unsat,little,considering,2.76,LEAVE
zero,22004,0,87,476764,212,0,1,very_unsat,little,considering,7.47,STAY
zero,49334,0,83,157563,220,0,1,very_sat,very_little,no,6.31,LEAVE
zero,146248,61,0,303134,688,5,9,avg,very_little,considering,3.75,STAY
one,155551,0,12,234735,214,1,4,avg,very_high,considering,5.16,STAY
zero,82633,71,78,482580,325,5,2,avg,very_high,never_thought,7.1,LEAVE
zero,43930,39,5,201283,207,3,5,unsat,little,perhaps,4.21,STAY
zero,31841,171,66,281055,205,16,1,unsat,little,considering,3.54,STAY
zero,71693,0,24,243749,347,1,4,very_unsat,little,no,5.31,STAY
one,159166,190,77,360854,401,13,1,very_unsat,little,actively_looking_into_it,3.7,LEAVE
one,151883,213,80,739077,746,15,2,very_sat,little,considering,4.67,LEAVE
one,25353,143,0,615689,159,5,14,unsat,little,considering,7.43,STAY
zero,47964,80,0,331317,174,5,1,very_unsat,little,perhaps,4.6,LEAVE
zero,80344,0,0,360551,290,1,11,very_sat,very_high,perhaps,5.21,STAY
zero,143145,41,86,894005,615,4,1,very_sat,very_high,actively_looking_into_it,5.72,STAY
zero,90377,72,0,178578,338,5,12,avg,very_high,considering,4.51,STAY
zero,107867,193,68,244388,554,25,1,sat,little,considering,2.31,LEAVE
one,120269,196,52,161113,819,21,5,sat,little,actively_looking_into_it,4.13,LEAVE
one,80090,76,0,333674,276,4,14,unsat,very_little,considering,3.48,LEAVE
zero,22482,232,0,562312,206,13,14,very_sat,little,considering,2.58,STAY
zero,132899,74,55,205680,658,3,1,very_unsat,little,considering,6.95,LEAVE
zero,85398,0,0,178729,332,1,12,very_unsat,very_little,considering,4.92,STAY
zero,22062,0,17,170021,179,0,8,unsat,little,considering,2.35,LEAVE
zero,83379,194,0,281216,179,22,9,unsat,little,no,2.86,LEAVE
zero,113335,0,23,258710,838,1,6,avg,high,considering,2.17,LEAVE
zero,129352,219,16,778505,174,18,6,unsat,little,actively_looking_into_it,2.52,LEAVE
one,46900,63,5,463014,185,4,6,very_unsat,little,considering,3.77,LEAVE
zero,103425,76,20,919144,740,16,5,very_unsat,high,actively_looking_into_it,1.99,LEAVE
one,66212,98,0,609701,348,0,14,unsat,very_high,perhaps,5.92,STAY
zero,146833,59,77,900331,666,11,2,unsat,little,perhaps,4.64,LEAVE
one,65110,0,15,970610,377,0,4,very_unsat,little,actively_looking_into_it,5.43,STAY
zero,42567,66,0,990433,182,5,13,avg,little,never_thought,7.46,STAY
one,36439,0,0,885985,225,0,15,very_unsat,very_little,considering,5.97,STAY
zero,157290,81,86,243447,734,5,1,very_sat,avg,actively_looking_into_it,5.87,LEAVE
one,155721,0,0,192189,197,1,9,very_unsat,little,considering,2.73,STAY
one,29049,68,0,502534,233,3,4,very_unsat,little,actively_looking_into_it,1.96,LEAVE
zero,149889,0,79,521501,556,1,5,avg,very_high,no,7.31,STAY
one,155779,0,76,598143,877,0,2,very_sat,little,actively_looking_into_it,7.75,STAY
zero,149809,0,28,318512,759,0,1,unsat,avg,considering,6.78,STAY
one,32296,0,82,856451,131,1,1,very_unsat,high,considering,6.91,STAY
zero,103439,238,0,908009,480,20,11,avg,high,considering,3.82,LEAVE
one,54089,0,70,670169,348,1,2,very_unsat,little,actively_looking_into_it,6.26,STAY
one,111573,217,20,866149,655,26,4,very_unsat,very_high,considering,4.47,LEAVE
zero,80681,0,32,259875,236,3,2,sat,little,actively_looking_into_it,6.82,STAY
zero,31238,185,10,198374,226,15,5,unsat,little,never_thought,4.12,LEAVE
zero,97908,0,73,163800,305,0,1,very_unsat,little,considering,6.21,LEAVE
zero,47373,39,0,215580,222,4,9,unsat,very_little,actively_looking_into_it,3.42,STAY
one,49186,0,14,470887,161,1,4,very_unsat,little,considering,3.09,STAY
zero,45151,0,7,193238,214,0,4,very_unsat,little,perhaps,2.61,STAY
one,30039,193,66,598671,242,27,1,avg,very_little,never_thought,2.38,LEAVE
one,138073,249,0,874157,828,10,15,avg,little,considering,3.8,LEAVE
zero,101439,250,0,174551,722,28,14,sat,little,never_thought,3.66,LEAVE
one,88752,186,72,345151,395,20,2,avg,very_little,no,3,LEAVE
one,80023,60,0,532833,323,4,13,unsat,little,never_thought,4.22,STAY
one,43091,0,9,665537,171,5,6,very_sat,very_little,considering,5.77,STAY
one,134069,55,19,783030,603,3,4,very_unsat,very_high,no,3.01,LEAVE
zero,96470,40,0,619271,327,5,8,very_sat,little,no,5.35,STAY
one,151221,0,6,551144,517,1,6,very_unsat,little,no,3.81,STAY
zero,38874,0,30,265064,192,0,1,very_unsat,high,actively_looking_into_it,6.49,STAY
zero,49262,181,0,347414,237,16,8,very_sat,very_little,never_thought,3.99,LEAVE
one,45960,0,0,851451,163,0,1,sat,very_high,considering,6.72,STAY
one,158762,200,19,599078,452,18,4,very_sat,very_high,perhaps,4.51,LEAVE
zero,41958,80,36,251384,246,1,2,very_unsat,avg,considering,4.3,STAY
one,105604,0,49,789987,779,1,2,very_unsat,very_high,actively_looking_into_it,6.49,LEAVE
zero,53164,199,12,363122,306,12,5,sat,little,considering,2.65,STAY
zero,146266,57,12,724201,402,4,4,very_sat,very_high,actively_looking_into_it,3.34,STAY
zero,143795,0,0,199226,667,1,11,very_unsat,high,no,4.84,STAY
zero,63177,203,5,711257,274,1,6,unsat,little,considering,3.39,LEAVE
one,131050,50,84,195581,774,3,1,very_sat,little,no,6.95,LEAVE
zero,42372,61,58,268448,174,5,2,very_unsat,little,no,7.49,STAY
one,73655,0,10,560346,389,1,6,very_unsat,very_little,actively_looking_into_it,3.92,LEAVE
zero,35925,56,48,161648,197,4,2,very_unsat,very_high,considering,4.84,LEAVE
one,26025,182,0,260080,853,28,9,very_unsat,very_high,no,2.5,LEAVE
zero,157974,0,0,172445,386,1,13,unsat,very_high,actively_looking_into_it,3.28,LEAVE
one,156386,156,25,468038,343,1,1,avg,very_little,actively_looking_into_it,3.8,STAY
zero,143491,213,12,327448,500,15,5,very_sat,little,actively_looking_into_it,4.53,STAY
one,84314,166,60,159803,369,3,1,unsat,very_high,actively_looking_into_it,4.66,LEAVE
zero,75666,46,0,553540,370,0,12,unsat,little,perhaps,4.6,STAY
one,121897,0,38,431616,472,0,1,very_unsat,high,perhaps,5.48,LEAVE
one,129908,57,51,598166,560,0,2,very_sat,very_high,no,6.67,LEAVE
one,123154,0,0,259135,491,19,13,avg,very_high,considering,3.84,STAY
zero,133473,142,45,379826,704,21,1,unsat,very_little,actively_looking_into_it,2.89,LEAVE
one,96320,75,74,268792,335,4,1,unsat,little,actively_looking_into_it,5.52,STAY
zero,34928,190,70,440215,232,16,1,very_unsat,little,never_thought,5.13,LEAVE
zero,30083,0,0,372086,148,1,10,very_unsat,very_high,considering,1.48,LEAVE
zero,130250,45,40,554112,476,4,2,avg,very_high,considering,7.1,STAY
zero,22314,163,0,493338,142,13,11,very_sat,very_little,considering,4.41,LEAVE
zero,111921,0,25,252766,204,0,2,very_sat,avg,no,5.87,STAY
zero,45268,223,20,808099,646,18,10,very_unsat,little,no,7.34,STAY
zero,130406,0,67,421641,464,1,1,very_unsat,little,considering,5.63,LEAVE
zero,44478,0,0,725211,270,0,4,very_unsat,avg,considering,6.77,STAY
one,100617,210,52,298646,640,11,1,very_sat,very_little,no,1.53,LEAVE
zero,41891,0,48,163690,216,24,2,sat,little,actively_looking_into_it,6.44,STAY
one,50393,232,58,703346,179,0,1,very_unsat,very_little,considering,5.98,STAY
one,117119,70,0,974928,447,5,8,very_unsat,little,considering,4.05,STAY
one,145787,199,47,504380,812,14,2,unsat,high,actively_looking_into_it,4.02,LEAVE
zero,155334,83,0,488176,414,3,10,very_unsat,avg,perhaps,4.5,STAY
zero,26469,48,19,335254,175,4,5,very_sat,little,actively_looking_into_it,3.41,LEAVE
zero,60196,0,0,554987,359,1,15,very_unsat,little,no,3.26,LEAVE
zero,94195,190,0,872349,322,25,8,very_sat,avg,considering,6.22,STAY
one,96592,192,58,303076,390,16,1,avg,very_little,actively_looking_into_it,4.87,LEAVE
one,92999,0,66,169007,390,1,1,very_unsat,high,actively_looking_into_it,5.08,LEAVE
zero,48194,0,16,237258,180,0,4,sat,little,actively_looking_into_it,2.92,LEAVE
one,40504,0,27,506601,237,17,1,very_unsat,very_little,perhaps,6.68,LEAVE
one,83474,0,0,788350,296,0,14,sat,little,no,4.51,STAY
one,81854,194,63,463579,321,26,9,very_sat,very_high,actively_looking_into_it,4.92,LEAVE
one,158220,0,21,677508,498,1,4,very_unsat,little,perhaps,3.09,STAY
zero,68445,0,0,523671,340,1,11,unsat,very_high,considering,4.15,STAY
one,86270,54,14,633169,359,3,4,very_sat,little,considering,7.31,STAY
one,75600,49,0,385237,352,3,14,unsat,very_high,actively_looking_into_it,4.36,LEAVE
zero,60002,243,38,690826,338,17,2,unsat,avg,perhaps,7.45,STAY
one,108013,0,0,549333,192,1,10,very_unsat,avg,considering,5.01,STAY
one,32414,68,0,855763,190,5,13,very_unsat,very_little,no,6.59,LEAVE
zero,39963,0,46,627215,186,0,1,unsat,very_high,considering,5.56,STAY
one,156540,74,11,491512,759,4,6,unsat,little,never_thought,3.36,LEAVE
zero,110817,0,11,284938,676,1,5,very_unsat,very_high,actively_looking_into_it,3.45,STAY
zero,43636,0,18,957740,191,1,5,avg,little,considering,5.9,STAY
zero,31431,0,12,836899,221,0,4,unsat,avg,actively_looking_into_it,7.16,STAY
zero,48394,0,79,485719,224,0,2,very_unsat,high,considering,7.28,STAY
one,104856,0,30,155656,853,0,1,very_unsat,high,never_thought,7.1,LEAVE
zero,116830,0,27,239303,720,0,2,unsat,little,considering,4.65,LEAVE
one,40686,45,61,161012,243,4,2,unsat,little,actively_looking_into_it,4.8,STAY
one,24827,165,0,972819,239,18,13,very_unsat,little,considering,6.79,STAY
zero,58593,0,53,819759,345,0,2,very_unsat,little,considering,6.02,STAY
zero,54471,0,0,387029,393,0,9,very_sat,very_little,considering,3.99,LEAVE
zero,43131,0,0,418386,141,1,14,very_unsat,high,considering,3.26,LEAVE
zero,148332,0,0,285555,829,1,12,unsat,very_little,actively_looking_into_it,5.16,STAY
one,85825,53,0,610223,284,4,11,very_unsat,very_high,actively_looking_into_it,6.14,STAY
one,39699,67,44,501150,190,0,1,unsat,avg,considering,5.69,STAY
one,55222,63,0,302241,270,4,9,very_unsat,very_high,actively_looking_into_it,3.8,STAY
one,26379,46,17,518465,350,5,4,unsat,avg,actively_looking_into_it,3.82,STAY
zero,124475,190,23,994332,583,22,5,very_unsat,very_little,never_thought,2.62,LEAVE
zero,108894,0,0,162373,252,1,9,very_unsat,little,no,3.73,LEAVE
one,150922,0,0,582668,637,0,11,unsat,very_high,considering,5.28,STAY
one,36989,220,75,385382,408,11,1,unsat,little,no,4.48,LEAVE
zero,31744,0,66,582946,216,1,6,sat,very_little,no,7.22,LEAVE
zero,37267,0,65,202206,247,0,1,unsat,very_little,actively_looking_into_it,6.35,LEAVE
one,114573,0,13,760189,488,0,2,unsat,little,actively_looking_into_it,2.84,LEAVE
one,37271,41,0,796651,157,4,11,sat,very_little,no,4.53,LEAVE
zero,54310,0,18,328065,284,0,6,unsat,little,actively_looking_into_it,2.94,STAY
zero,99384,59,68,356244,212,4,1,very_unsat,very_little,considering,6.73,STAY
zero,153301,0,0,361900,598,1,15,unsat,very_little,considering,2.78,STAY
zero,104136,162,52,463474,423,21,2,very_sat,very_little,considering,3.79,LEAVE
zero,36448,208,0,990083,521,11,9,very_unsat,very_high,considering,5.17,LEAVE
one,34310,0,23,759241,839,0,5,avg,very_little,actively_looking_into_it,7.87,STAY
zero,41492,49,6,606309,210,4,6,very_unsat,very_high,never_thought,6.23,LEAVE
one,41887,175,25,710569,200,14,1,avg,very_high,actively_looking_into_it,6.54,STAY
zero,20246,246,0,632229,146,29,12,very_unsat,little,actively_looking_into_it,6.52,STAY
zero,101850,0,10,789670,804,0,5,very_unsat,very_high,no,5.35,STAY
zero,25720,176,0,775618,210,4,13,avg,very_high,no,7.46,STAY
zero,24481,0,0,704315,277,1,8,unsat,very_high,considering,5.32,LEAVE
one,114675,76,9,909598,179,4,6,very_sat,very_high,no,3.04,STAY
one,47743,60,0,392431,217,4,13,avg,little,no,4.31,STAY
zero,115982,66,0,855638,438,4,12,unsat,very_high,actively_looking_into_it,1.54,LEAVE
one,156832,0,14,762321,883,0,5,unsat,little,never_thought,2.2,LEAVE
zero,30338,0,70,293290,151,0,2,unsat,little,never_thought,5.95,LEAVE
zero,101354,133,80,868220,479,17,1,very_sat,very_high,actively_looking_into_it,4.12,LEAVE
zero,22814,51,59,448595,130,3,1,very_sat,very_little,considering,6.8,STAY
zero,55702,161,0,228991,398,19,11,very_sat,little,actively_looking_into_it,3.4,LEAVE
one,29961,74,23,801802,188,3,5,very_sat,very_high,actively_looking_into_it,4.93,STAY
one,87689,186,39,398522,279,18,2,very_unsat,high,actively_looking_into_it,4.42,LEAVE
zero,109010,62,0,439503,868,4,9,very_unsat,little,never_thought,5.5,STAY
one,21741,206,20,564278,868,27,10,very_sat,very_high,perhaps,2.64,LEAVE
zero,102659,214,19,276240,554,18,6,very_sat,very_high,actively_looking_into_it,1.54,LEAVE
one,24272,42,10,678858,240,5,4,very_sat,very_high,actively_looking_into_it,4.67,LEAVE
zero,94293,0,27,906118,368,0,2,unsat,very_high,perhaps,5.86,STAY
zero,94737,175,0,554096,259,19,13,very_unsat,very_high,considering,3.09,LEAVE
one,20677,166,11,461601,136,25,6,unsat,very_little,actively_looking_into_it,4.27,LEAVE
zero,86677,0,0,462008,365,1,12,avg,very_high,considering,4.27,STAY
zero,25709,50,0,267192,239,5,8,very_sat,very_high,considering,3.92,STAY
zero,48430,54,20,187666,143,3,4,very_unsat,very_little,actively_looking_into_it,4.27,STAY
zero,114919,76,58,712112,866,5,2,very_sat,little,actively_looking_into_it,5.4,LEAVE
one,24570,0,0,289930,178,0,8,very_unsat,very_little,no,1.91,LEAVE
zero,20480,0,0,450844,236,1,6,very_sat,little,actively_looking_into_it,4.25,STAY
one,113417,56,0,677533,274,3,12,very_sat,very_high,considering,4.56,STAY
zero,24011,165,58,422030,238,12,1,very_unsat,very_high,never_thought,2.1,LEAVE
zero,59315,39,29,482223,322,4,2,very_sat,high,considering,7.37,STAY
zero,74373,67,0,732491,251,3,12,very_unsat,little,never_thought,5.18,STAY
zero,158606,87,0,322540,593,3,4,unsat,very_little,considering,4.83,STAY
zero,30306,0,89,551693,212,0,1,very_sat,very_high,actively_looking_into_it,6.79,LEAVE
zero,25570,0,5,168934,134,0,6,very_unsat,very_high,no,3.34,STAY
one,112121,71,89,865427,423,3,2,unsat,little,no,5,LEAVE
one,97294,60,47,625271,358,4,2,very_unsat,very_little,considering,6.36,STAY
one,28953,258,0,444599,149,19,10,very_unsat,very_high,considering,3.1,STAY
one,57710,54,11,927741,279,5,2,very_unsat,high,considering,4.69,LEAVE
one,143462,0,8,173131,492,1,5,very_unsat,avg,perhaps,5.19,LEAVE
one,25877,77,8,828515,134,3,6,very_unsat,little,considering,4.76,STAY
zero,70569,207,9,244416,373,14,5,very_unsat,very_high,no,4.7,LEAVE
one,20244,61,0,849048,228,4,13,very_unsat,little,considering,6.77,LEAVE
one,55387,0,72,939766,319,1,1,very_sat,little,actively_looking_into_it,7.08,STAY
zero,65153,206,21,938314,285,24,1,very_unsat,very_high,considering,4.43,STAY
zero,104536,75,28,428716,755,4,1,unsat,little,considering,6.33,STAY
zero,136613,0,30,726109,809,5,1,avg,very_little,actively_looking_into_it,6.59,STAY
zero,78907,219,0,235771,339,13,13,very_unsat,little,considering,4.72,LEAVE
zero,77324,237,18,351550,285,10,6,very_unsat,little,never_thought,3.89,LEAVE
one,53327,0,27,486583,295,0,2,very_unsat,little,never_thought,7.12,LEAVE
one,38329,0,0,408879,248,1,5,very_unsat,little,considering,4.75,STAY
one,20986,0,13,898319,228,1,5,very_unsat,little,never_thought,6.86,STAY
zero,29016,60,0,510485,201,3,1,very_sat,high,actively_looking_into_it,3.4,STAY
zero,93227,157,15,556472,284,15,6,very_unsat,very_high,considering,4.3,LEAVE
zero,159706,0,0,479324,573,0,12,sat,avg,considering,3.37,STAY
zero,53272,181,60,524600,383,14,1,sat,little,considering,3.7,LEAVE
zero,41490,231,35,197858,192,10,1,unsat,very_little,actively_looking_into_it,2.38,STAY
one,29652,0,31,957871,178,1,1,very_unsat,avg,considering,5.22,STAY
zero,32685,0,0,596499,151,0,6,very_sat,little,actively_looking_into_it,5,STAY
one,127666,0,22,626131,611,1,5,avg,very_high,no,1.77,STAY
zero,45270,33,20,478224,202,4,5,very_unsat,very_little,perhaps,3.8,STAY
one,34890,203,12,820596,171,19,6,very_sat,very_high,considering,5.28,STAY
zero,143492,176,24,876348,831,21,6,avg,very_little,actively_looking_into_it,3.67,LEAVE
one,43281,0,6,547834,310,12,5,very_unsat,little,actively_looking_into_it,4.02,STAY
zero,83731,0,46,466261,395,0,1,unsat,very_high,no,6.24,LEAVE
zero,60341,0,0,543901,387,0,14,very_unsat,very_high,considering,5.29,STAY
one,129888,55,15,659009,824,4,6,very_unsat,little,never_thought,4.13,STAY
one,25581,0,6,319492,147,1,6,very_sat,very_high,considering,2.76,STAY
one,86048,0,0,229165,354,1,9,very_unsat,very_little,never_thought,3.72,LEAVE
